일자,펀드,펀드명,설정일,펀드유형,펀드 듀레이션,,,,,,BM 듀레이션,,
,,,,,채권,채권파생,채권현금성,채권현금성파생,펀드평가액,펀드순자산,채권,채권현금성,BM전체
2023-05-06,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.505,6.6692,6.161,6.315,6.315,5.6466,5.433,5.433,5.433
2023-05-07,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.505,6.6692,6.1609,6.3149,6.3149,5.6466,5.4304,5.4304,5.4304
2023-05-08,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.5691,6.7347,6.2589,6.4152,6.4152,5.6662,5.4093,5.4093,5.4093
2023-05-09,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.5798,6.7452,6.2151,6.3695,6.3695,5.6232,5.4184,5.4184,5.4184
2023-05-10,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.583,6.7561,6.0007,6.1565,6.1565,5.4129,5.4158,5.4158,5.4158
2023-05-11,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.4729,6.5616,6.3401,6.4263,6.4263,5.6201,5.4204,5.4204,5.4204
2023-05-12,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.5112,6.6515,6.6101,6.7512,6.7512,5.8681,5.4256,5.4256,5.4256
2023-05-13,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.5112,6.6515,6.61,6.7511,6.7511,5.8681,5.423,5.423,5.423
2023-05-14,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.5111,6.6514,6.6099,6.751,6.751,5.8681,5.4204,5.4204,5.4204
2023-05-15,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.4682,6.6078,6.3451,6.4807,6.4807,5.6478,5.3977,5.3977,5.3977
2023-05-16,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.4787,6.6185,6.3003,6.4349,6.4349,5.6147,5.4128,5.4128,5.4128
2023-05-17,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.5429,6.7141,6.4044,6.5702,6.5702,5.7319,5.4042,5.4042,5.4042
2023-05-18,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.5165,6.6873,6.2748,6.4375,6.4375,5.6265,5.3856,5.3856,5.3856
2023-05-19,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.5069,6.735,6.3094,6.5281,6.5281,5.7005,5.3581,5.3581,5.3581
2023-05-20,9001X,한국투자ACEKIS종합채권(AA-이상)액티브증권상장지수투자신탁(채,2020-07-15,채권형,6.5068,6.7349,6.3094,6.528,6.528,5.7005,5.3555,5.3555,5.3555
