일자,펀드,펀드명,설정일,펀드유형,펀드 듀레이션,,,,,,BM 듀레이션,,
,,,,,채권,채권파생,채권현금성,채권현금성파생,펀드평가액,펀드순자산,채권,채권현금성,BM전체
2022-12-27,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.6004,0.6004,0.6,0.6,0.6,0.6002,0.5989,0.5989,0.5989
2022-12-28,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5978,0.5978,0.5974,0.5974,0.5974,0.5977,0.5966,0.5966,0.5966
2022-12-29,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5951,0.5951,0.5872,0.5872,0.5872,0.5874,0.5947,0.5947,0.5947
2022-12-30,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5924,0.5924,0.5845,0.5845,0.5845,0.5848,0.5923,0.5923,0.5923
2022-12-31,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5924,0.5924,0.5845,0.5845,0.5845,0.5848,0.5896,0.5896,0.5896
2023-01-01,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5924,0.5924,0.5845,0.5845,0.5845,0.5848,0.5869,0.5869,0.5869
2023-01-02,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5768,0.5768,0.5178,0.5178,0.5178,0.518,0.6115,0.6115,0.6115
2023-01-03,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5744,0.5744,0.5907,0.5907,0.5907,0.591,0.6093,0.6093,0.6093
2023-01-04,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5719,0.5719,0.5674,0.5674,0.5674,0.5677,0.6076,0.6076,0.6076
2023-01-05,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5693,0.5693,0.5649,0.5649,0.5649,0.5652,0.606,0.606,0.606
2023-01-06,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5667,0.5667,0.5624,0.5624,0.5624,0.5627,0.6044,0.6044,0.6044
2023-01-07,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5667,0.5667,0.5624,0.5624,0.5624,0.5627,0.6017,0.6017,0.6017
2023-01-08,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5667,0.5667,0.5624,0.5624,0.5624,0.5627,0.599,0.599,0.599
2023-01-09,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5588,0.5588,0.5551,0.5551,0.5551,0.5551,0.6001,0.6001,0.6001
2023-01-10,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5324,0.5324,0.6284,0.6284,0.6284,0.6285,0.5982,0.5982,0.5982
2023-01-11,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5297,0.5297,0.6254,0.6254,0.6254,0.6255,0.5972,0.5972,0.5972
2023-01-12,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5271,0.5271,0.6224,0.6224,0.6224,0.6225,0.5984,0.5984,0.5984
2023-01-13,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5245,0.5245,0.6178,0.6178,0.6178,0.6178,0.5989,0.5989,0.5989
2023-01-14,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5245,0.5245,0.6178,0.6178,0.6178,0.6178,0.5962,0.5962,0.5962
2023-01-15,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5245,0.5245,0.6178,0.6178,0.6178,0.6178,0.5935,0.5935,0.5935
2023-01-16,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5176,0.5176,0.6085,0.6085,0.6085,0.6086,0.594,0.594,0.594
2023-01-17,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5149,0.5149,0.6102,0.6102,0.6102,0.6102,0.5923,0.5923,0.5923
2023-01-18,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5123,0.5123,0.6072,0.6072,0.6072,0.6073,0.5917,0.5917,0.5917
2023-01-19,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5097,0.5097,0.6041,0.6041,0.6041,0.6042,0.5929,0.5929,0.5929
2023-01-20,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5444,0.5444,0.6412,0.6412,0.6412,0.6413,0.5917,0.5917,0.5917
2023-01-21,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5444,0.5444,0.6412,0.6412,0.6412,0.6413,0.589,0.589,0.589
2023-01-22,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5444,0.5444,0.6411,0.6411,0.6411,0.6413,0.5863,0.5863,0.5863
2023-01-23,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5444,0.5444,0.6411,0.6411,0.6411,0.6413,0.5836,0.5836,0.5836
2023-01-24,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5444,0.5444,0.6411,0.6411,0.6411,0.6412,0.5809,0.5809,0.5809
2023-01-25,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5312,0.5312,0.6256,0.6256,0.6256,0.6257,0.5896,0.5896,0.5896
2023-01-26,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5285,0.5285,0.6226,0.6226,0.6226,0.6227,0.5902,0.5902,0.5902
2023-01-27,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5259,0.5259,0.6194,0.6194,0.6194,0.6195,0.5898,0.5898,0.5898
2023-01-28,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5259,0.5259,0.6194,0.6194,0.6194,0.6196,0.5871,0.5871,0.5871
2023-01-29,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5259,0.5259,0.6194,0.6194,0.6194,0.6196,0.5843,0.5843,0.5843
2023-01-30,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.518,0.518,0.6101,0.6101,0.6101,0.6102,0.5876,0.5876,0.5876
2023-01-31,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5153,0.5153,0.6071,0.6071,0.6071,0.6072,0.5885,0.5885,0.5885
2023-02-01,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5126,0.5126,0.6039,0.6039,0.6039,0.6041,0.5871,0.5871,0.5871
2023-02-02,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.51,0.51,0.6009,0.6009,0.6009,0.601,0.5872,0.5872,0.5872
2023-02-03,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5073,0.5073,0.5979,0.5979,0.5979,0.598,0.5862,0.5862,0.5862
2023-02-04,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5073,0.5073,0.5979,0.5979,0.5979,0.598,0.5835,0.5835,0.5835
2023-02-05,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5073,0.5073,0.5979,0.5979,0.5979,0.598,0.5808,0.5808,0.5808
2023-02-06,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.4994,0.4994,0.5884,0.5884,0.5884,0.5886,0.5813,0.5813,0.5813
2023-02-07,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.4966,0.4966,0.5853,0.5853,0.5853,0.5854,0.5793,0.5793,0.5793
2023-02-08,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.4939,0.4939,0.5822,0.5822,0.5822,0.5823,0.5787,0.5787,0.5787
2023-02-09,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.4912,0.4912,0.582,0.582,0.582,0.5821,0.582,0.582,0.582
2023-02-10,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.4884,0.4884,0.5973,0.5973,0.5973,0.5974,0.5809,0.5809,0.5809
2023-02-11,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.4884,0.4884,0.5973,0.5973,0.5973,0.5974,0.5782,0.5782,0.5782
2023-02-12,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.4884,0.4884,0.5973,0.5973,0.5973,0.5974,0.5754,0.5754,0.5754
2023-02-13,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5107,0.5107,0.6615,0.6615,0.6615,0.6617,0.5792,0.5792,0.5792
2023-02-14,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.6513,0.6513,0.7486,0.7486,0.7486,0.7488,0.5775,0.5775,0.5775
2023-02-15,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.6135,0.6135,0.7637,0.7637,0.7637,0.7639,0.5757,0.5757,0.5757
2023-02-16,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.6115,0.6115,0.7603,0.7603,0.7603,0.7605,0.5768,0.5768,0.5768
2023-02-17,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.6592,0.6592,0.6638,0.6638,0.6638,0.664,0.5765,0.5765,0.5765
2023-02-18,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.6592,0.6592,0.6638,0.6638,0.6638,0.664,0.5738,0.5738,0.5738
2023-02-19,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.6592,0.6592,0.6638,0.6638,0.6638,0.664,0.5711,0.5711,0.5711
2023-02-20,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.6509,0.6509,0.6262,0.6262,0.6262,0.6263,0.5746,0.5746,0.5746
2023-02-21,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.6529,0.6529,0.6698,0.6698,0.6698,0.6699,0.5737,0.5737,0.5737
2023-02-22,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.6502,0.6502,0.6655,0.6655,0.6655,0.6656,0.5714,0.5714,0.5714
2023-02-23,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.6475,0.6475,0.6627,0.6627,0.6627,0.6629,0.5718,0.5718,0.5718
2023-02-24,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.6447,0.6447,0.6598,0.6598,0.6598,0.66,0.5711,0.5711,0.5711
2023-02-25,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.6447,0.6447,0.6598,0.6598,0.6598,0.66,0.5684,0.5684,0.5684
2023-02-26,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.6447,0.6447,0.6598,0.6598,0.6598,0.66,0.5656,0.5656,0.5656
2023-02-27,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5991,0.5991,0.6741,0.6741,0.6741,0.6742,0.5712,0.5712,0.5712
2023-02-28,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5962,0.5962,0.6708,0.6708,0.6708,0.671,0.5775,0.5775,0.5775
2023-03-01,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5962,0.5962,0.6708,0.6708,0.6708,0.671,0.5748,0.5748,0.5748
2023-03-02,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5907,0.5907,0.6647,0.6647,0.6647,0.6648,0.585,0.585,0.585
2023-03-03,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.588,0.588,0.6616,0.6616,0.6616,0.6618,0.5845,0.5845,0.5845
2023-03-04,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.588,0.588,0.6616,0.6616,0.6616,0.6618,0.5817,0.5817,0.5817
2023-03-05,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.588,0.588,0.6616,0.6616,0.6616,0.6618,0.579,0.579,0.579
2023-03-06,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5798,0.5798,0.6525,0.6525,0.6525,0.6527,0.581,0.581,0.581
2023-03-07,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5518,0.5518,0.672,0.672,0.672,0.6722,0.579,0.579,0.579
2023-03-08,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.549,0.549,0.6686,0.6686,0.6686,0.6688,0.5805,0.5805,0.5805
2023-03-09,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5621,0.5621,0.7082,0.7082,0.7082,0.7084,0.5798,0.5798,0.5798
2023-03-10,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5597,0.5597,0.7081,0.7081,0.7081,0.7084,0.6373,0.6373,0.6373
2023-03-11,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5597,0.5597,0.7081,0.7081,0.7081,0.7084,0.6346,0.6346,0.6346
2023-03-12,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5597,0.5597,0.7081,0.7081,0.7081,0.7084,0.6318,0.6318,0.6318
2023-03-13,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5518,0.5518,0.6981,0.6981,0.6981,0.6983,0.6351,0.6351,0.6351
2023-03-14,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5492,0.5492,0.6948,0.6948,0.6948,0.6951,0.6345,0.6345,0.6345
2023-03-15,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5464,0.5464,0.6913,0.6913,0.6913,0.6915,0.6334,0.6334,0.6334
2023-03-16,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5925,0.5925,0.7976,0.7976,0.7976,0.7978,0.6337,0.6337,0.6337
2023-03-17,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5898,0.5898,0.7939,0.7939,0.7939,0.7942,0.6321,0.6321,0.6321
2023-03-18,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5898,0.5898,0.7939,0.7939,0.7939,0.7942,0.6294,0.6294,0.6294
2023-03-19,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5898,0.5898,0.7939,0.7939,0.7939,0.7942,0.6267,0.6267,0.6267
2023-03-20,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5818,0.5818,0.7831,0.7831,0.7831,0.7833,0.6269,0.6269,0.6269
2023-03-21,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.579,0.579,0.7793,0.7793,0.7793,0.7796,0.6245,0.6245,0.6245
2023-03-22,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5763,0.5763,0.7757,0.7757,0.7757,0.776,0.6223,0.6223,0.6223
2023-03-23,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5736,0.5736,0.772,0.772,0.772,0.7722,0.6219,0.6219,0.6219
2023-03-24,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5709,0.5709,0.7683,0.7683,0.7683,0.7686,0.6206,0.6206,0.6206
2023-03-25,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5709,0.5709,0.7683,0.7683,0.7683,0.7686,0.6179,0.6179,0.6179
2023-03-26,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5709,0.5709,0.7683,0.7683,0.7683,0.7686,0.6151,0.6151,0.6151
2023-03-27,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5627,0.5627,0.7591,0.7591,0.7591,0.7593,0.6156,0.6156,0.6156
2023-03-28,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5599,0.5599,0.7553,0.7553,0.7553,0.7556,0.6142,0.6142,0.6142
2023-03-29,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5572,0.5572,0.7516,0.7516,0.7516,0.7518,0.6129,0.6129,0.6129
2023-03-30,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5546,0.5546,0.7481,0.7481,0.7481,0.7484,0.6113,0.6113,0.6113
2023-03-31,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5518,0.5518,0.7442,0.7442,0.7442,0.7445,0.6126,0.6126,0.6126
2023-04-01,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5518,0.5518,0.7442,0.7442,0.7442,0.7445,0.6099,0.6099,0.6099
2023-04-02,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5518,0.5518,0.7442,0.7442,0.7442,0.7445,0.6072,0.6072,0.6072
2023-04-03,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5439,0.5439,0.7315,0.7315,0.7315,0.7318,0.6168,0.6168,0.6168
2023-04-04,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5413,0.5413,0.7279,0.7279,0.7279,0.7282,0.6147,0.6147,0.6147
2023-04-05,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5386,0.5386,0.7243,0.7243,0.7243,0.7246,0.6149,0.6149,0.6149
2023-04-06,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5359,0.5359,0.7206,0.7206,0.7206,0.7209,0.6129,0.6129,0.6129
2023-04-07,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5332,0.5332,0.7171,0.7171,0.7171,0.7174,0.6141,0.6141,0.6141
2023-04-08,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5332,0.5332,0.7171,0.7171,0.7171,0.7174,0.6114,0.6114,0.6114
2023-04-09,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5332,0.5332,0.7171,0.7171,0.7171,0.7174,0.6087,0.6087,0.6087
2023-04-10,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5252,0.5252,0.7064,0.7064,0.7064,0.7065,0.6119,0.6119,0.6119
2023-04-11,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5224,0.5224,0.7026,0.7026,0.7026,0.7027,0.6106,0.6106,0.6106
2023-04-12,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5196,0.5196,0.6989,0.6989,0.6989,0.699,0.6117,0.6117,0.6117
2023-04-13,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.517,0.517,0.6938,0.6938,0.6938,0.6939,0.6126,0.6126,0.6126
2023-04-14,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5142,0.5142,0.6901,0.6901,0.6901,0.6902,0.6128,0.6128,0.6128
2023-04-15,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5142,0.5142,0.6901,0.6901,0.6901,0.6902,0.6101,0.6101,0.6101
2023-04-16,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5142,0.5142,0.6901,0.6901,0.6901,0.6902,0.6074,0.6074,0.6074
2023-04-17,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5059,0.5059,0.679,0.679,0.679,0.6791,0.6094,0.6094,0.6094
2023-04-18,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5033,0.5033,0.6754,0.6754,0.6754,0.6755,0.6079,0.6079,0.6079
2023-04-19,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5005,0.5005,0.6717,0.6717,0.6717,0.6718,0.6076,0.6076,0.6076
2023-04-20,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.4977,0.4977,0.668,0.668,0.668,0.668,0.6071,0.6071,0.6071
2023-04-21,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.4951,0.4951,0.6645,0.6645,0.6645,0.6646,0.6087,0.6087,0.6087
2023-04-22,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.4951,0.4951,0.6645,0.6645,0.6645,0.6646,0.606,0.606,0.606
2023-04-23,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.4951,0.4951,0.6645,0.6645,0.6645,0.6646,0.6033,0.6033,0.6033
2023-04-24,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.4871,0.4871,0.6535,0.6535,0.6535,0.6536,0.6049,0.6049,0.6049
2023-04-25,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5258,0.5258,0.6996,0.6996,0.6996,0.6997,0.604,0.604,0.604
2023-04-26,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5231,0.5231,0.7006,0.7006,0.7006,0.7007,0.6052,0.6052,0.6052
2023-04-27,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5204,0.5204,0.697,0.697,0.697,0.6971,0.6046,0.6046,0.6046
2023-04-28,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5536,0.5536,0.6487,0.6487,0.6487,0.6488,0.6058,0.6058,0.6058
2023-04-29,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5536,0.5536,0.6487,0.6487,0.6487,0.6488,0.6031,0.6031,0.6031
2023-04-30,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5536,0.5536,0.6487,0.6487,0.6487,0.6488,0.6004,0.6004,0.6004
2023-05-01,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5536,0.5536,0.6487,0.6487,0.6487,0.6488,0.5977,0.5977,0.5977
2023-05-02,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5625,0.5625,0.657,0.657,0.657,0.6571,0.6153,0.6153,0.6153
2023-05-03,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5598,0.5598,0.6538,0.6538,0.6538,0.6539,0.6137,0.6137,0.6137
2023-05-04,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5571,0.5571,0.6363,0.6363,0.6363,0.6365,0.6122,0.6122,0.6122
2023-05-05,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5571,0.5571,0.6363,0.6363,0.6363,0.6365,0.6095,0.6095,0.6095
2023-05-06,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5571,0.5571,0.6363,0.6363,0.6363,0.6365,0.6068,0.6068,0.6068
2023-05-07,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5571,0.5571,0.6363,0.6363,0.6363,0.6365,0.6041,0.6041,0.6041
2023-05-08,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5462,0.5462,0.6293,0.6293,0.6293,0.6295,0.6064,0.6064,0.6064
2023-05-09,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5435,0.5435,0.6261,0.6261,0.6261,0.6263,0.6048,0.6048,0.6048
2023-05-10,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5408,0.5408,0.623,0.623,0.623,0.6231,0.6047,0.6047,0.6047
2023-05-11,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5382,0.5382,0.6132,0.6132,0.6132,0.6133,0.6052,0.6052,0.6052
2023-05-12,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5775,0.5775,0.6494,0.6494,0.6494,0.6495,0.6046,0.6046,0.6046
2023-05-13,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5775,0.5775,0.6494,0.6494,0.6494,0.6495,0.6019,0.6019,0.6019
2023-05-14,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5775,0.5775,0.6494,0.6494,0.6494,0.6495,0.5992,0.5992,0.5992
2023-05-15,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5693,0.5693,0.6401,0.6401,0.6401,0.6402,0.6018,0.6018,0.6018
2023-05-16,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5672,0.5672,0.637,0.637,0.637,0.6371,0.6006,0.6006,0.6006
2023-05-17,9002W,한국투자ACE단기채권알파액티브증권상장지수투자신탁(채권),2022-08-22,채권형,0.5645,0.5645,0.6339,0.6339,0.6339,0.634,0.5992,0.5992,0.5992
